id,careerPageId,careerPageName,type,publishedDate,applicationDeadline,isRemoteWork,city,state,country,badges,disabilities,workplaceType
9294163,71488,Minsait an Indra Company,vacancy_type_effective,2025-06-16T19:58:04.351Z,2025-08-03T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9343183,75976,BIP Brasil,vacancy_type_effective,2025-06-16T19:36:45.726Z,2025-08-10T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': True},True,hybrid
9370323,317,Sicredi,vacancy_type_internship,2025-06-16T19:24:50.911Z,2025-07-31T00:00:00.000Z,False,Assis,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9370258,317,Sicredi,vacancy_type_internship,2025-06-16T19:22:00.277Z,2025-07-31T00:00:00.000Z,False,Assis,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9366167,1717,grupo enjoei,vacancy_type_effective,2025-06-16T19:17:05.359Z,2025-08-15T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9330498,169597,Vagas Confidenciais,vacancy_type_effective,2025-06-16T17:57:56.216Z,2025-08-09T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': True},False,hybrid
9330878,210,Grupo Boticário,vacancy_type_effective,2025-06-16T17:30:50.017Z,2025-06-23T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9349982,137488,Aliare,vacancy_type_effective,2025-06-16T14:59:05.685Z,2025-08-11T00:00:00.000Z,False,Cascavel,Paraná,Brasil,{'friendlyBadge': True},True,on-site
9367275,213157,Vagas E-Deploy,vacancy_type_effective,2025-06-16T14:36:31.643Z,2025-08-15T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9358428,90628,Softplan + Starian,vacancy_type_effective,2025-06-16T14:36:10.450Z,2025-06-23T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},False,remote
9273005,164543,Corporativo Grupo Casas Bahia,vacancy_type_effective,2025-06-16T14:31:53.470Z,2025-06-30T00:00:00.000Z,False,São Caetano do Sul,São Paulo,Brasil,{'friendlyBadge': True},False,on-site
9331281,95182,Spread Tecnologia,vacancy_type_effective,2025-06-16T13:36:02.897Z,2025-08-09T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},False,remote
9205112,524,Digio,vacancy_type_effective,2025-06-16T13:31:13.079Z,2025-07-20T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9321323,3348,Omni ,vacancy_type_effective,2025-06-16T12:49:51.160Z,2025-08-08T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9314062,137587,MJV Technology & Innovation,vacancy_type_effective,2025-06-16T02:51:35.814Z,2025-08-05T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9314047,137587,MJV Technology & Innovation,vacancy_type_effective,2025-06-16T02:35:55.344Z,2025-08-05T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9361033,74,Cielo,vacancy_type_effective,2025-06-13T22:29:36.621Z,2025-08-12T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9360839,63337,CONSTRUCAP,vacancy_type_effective,2025-06-13T21:46:31.737Z,2025-08-12T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,on-site
9360001,144517,Mobyan,vacancy_type_effective,2025-06-13T20:31:49.695Z,2025-08-31T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9334128,111523,Pacaembu Autopeças,vacancy_type_effective,2025-06-13T19:16:57.327Z,2025-12-31T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,on-site
9359282,75613,Movida Aluguel de Carros,vacancy_type_effective,2025-06-13T19:03:55.746Z,2025-08-12T00:00:00.000Z,False,Mogi das Cruzes,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9358716,4008,Banco BBC Digital,vacancy_type_effective,2025-06-13T18:24:58.189Z,2025-08-12T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9358715,950,Ingram Micro,vacancy_type_effective,2025-06-13T18:15:58.251Z,2025-08-12T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9174782,77857,LM Mobilidade,vacancy_type_effective,2025-06-13T17:50:25.604Z,2025-07-15T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9332368,210,Grupo Boticário,vacancy_type_effective,2025-06-13T16:56:16.788Z,2025-06-18T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},False,remote
9356871,938,Azul Linhas Aéreas Brasileiras,vacancy_type_effective,2025-06-13T16:55:59.765Z,2025-06-20T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},False,on-site
9355751,62646,Grupo Panvel,vacancy_type_effective,2025-06-13T16:55:13.260Z,2025-08-12T00:00:00.000Z,False,Eldorado do Sul,Rio Grande do Sul,Brasil,{'friendlyBadge': False},True,on-site
9357482,3920,Atento TI,vacancy_type_effective,2025-06-13T16:02:06.904Z,2025-08-12T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9356533,3832,Matrix Energia,vacancy_type_effective,2025-06-13T15:17:34.451Z,2025-08-12T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9356764,890,Serhum Consultoria em RH,vacancy_type_effective,2025-06-13T14:31:52.260Z,2025-06-27T00:00:00.000Z,False,São Luís,Maranhão,Brasil,{'friendlyBadge': True},True,on-site
9247801,61984,DM,vacancy_type_effective,2025-06-13T14:25:19.056Z,2025-06-30T00:00:00.000Z,False,São José dos Campos,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9355177,186725,Saquers Tech,vacancy_type_effective,2025-06-13T12:56:29.898Z,2025-08-12T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': True},True,on-site
9355314,601,Livelo,vacancy_type_effective,2025-06-13T12:55:07.594Z,2025-09-19T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9120006,137587,MJV Technology & Innovation,vacancy_type_effective,2025-06-13T00:39:15.758Z,2025-07-07T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},False,hybrid
9259615,137587,MJV Technology & Innovation,vacancy_type_effective,2025-06-13T00:29:30.834Z,2025-07-29T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9352121,40402,AGROJEM,vacancy_type_effective,2025-06-12T20:26:00.506Z,2025-06-30T00:00:00.000Z,False,Palmas,Tocantins,Brasil,{'friendlyBadge': False},True,on-site
9321341,108365,Venha fazer parte da revolução da logística e mobilidade no mundo!,vacancy_type_effective,2025-06-12T19:55:30.147Z,2025-08-08T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9350859,21691,Rocha Telecom,vacancy_type_internship,2025-06-12T19:51:59.016Z,2025-08-11T00:00:00.000Z,False,Bauru,São Paulo,Brasil,{'friendlyBadge': True},False,on-site
9285872,2068,Dedalus Prime,vacancy_type_effective,2025-06-12T18:58:13.252Z,2025-08-02T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},False,remote
9350893,208075,Rede Américas,vacancy_type_effective,2025-06-12T18:57:16.094Z,2025-07-11T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9333740,71488,Minsait an Indra Company,vacancy_type_effective,2025-06-12T18:51:36.850Z,2025-08-09T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9350104,20767,Cresol Oficial,vacancy_type_effective,2025-06-12T18:47:22.604Z,2025-08-11T00:00:00.000Z,False,Francisco Beltrão,Paraná,Brasil,{'friendlyBadge': True},True,on-site
9350772,134,Lojas Renner,vacancy_type_effective,2025-06-12T18:46:27.774Z,2025-07-28T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': False},True,hybrid
9350229,57035,Wise Group,vacancy_legal_entity,2025-06-12T18:24:07.413Z,2025-11-30T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9349947,2254,"Every Cybersecurity, GRC and Privacy Solutions",vacancy_type_effective,2025-06-12T17:48:58.098Z,2025-08-11T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': False},True,on-site
9349837,202037,"Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.",vacancy_type_effective,2025-06-12T17:47:51.302Z,2025-08-31T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9349873,2254,"Every Cybersecurity, GRC and Privacy Solutions",vacancy_type_effective,2025-06-12T17:43:03.537Z,2025-08-11T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': False},True,on-site
9349572,310,AGROTOOLS,vacancy_type_effective,2025-06-12T17:09:30.072Z,2025-08-11T00:00:00.000Z,False,São José dos Campos,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9349114,63484,Inteli - Instituto de Tecnologia e Liderança,vacancy_type_effective,2025-06-12T16:44:17.979Z,2025-08-11T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,on-site
9347450,1410,Leega Consultoria,vacancy_type_effective,2025-06-12T16:18:44.378Z,2025-08-11T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},False,hybrid
9348817,203099,NCS,vacancy_type_effective,2025-06-12T15:35:17.759Z,2025-08-11T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9322988,120526,Radix Engenharia e Software,vacancy_type_effective,2025-06-12T15:26:01.759Z,2025-08-08T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9322972,120526,Radix Engenharia e Software,vacancy_type_effective,2025-06-12T15:18:14.546Z,2025-08-08T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9323105,120526,Radix Engenharia e Software,vacancy_type_effective,2025-06-12T15:11:40.152Z,2025-08-08T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9348208,3920,Atento TI,vacancy_type_effective,2025-06-12T14:55:49.755Z,2025-08-11T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9330647,202037,"Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.",vacancy_type_effective,2025-06-12T14:37:55.950Z,2025-08-31T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9330764,202037,"Minerva Foods Tecnologia – Inovação que conecta, tecnologia que transforma.",vacancy_type_effective,2025-06-12T14:31:51.158Z,2025-08-31T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9347320,4008,Banco BBC Digital,vacancy_type_effective,2025-06-12T13:48:40.350Z,2025-08-11T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9296337,164543,Corporativo Grupo Casas Bahia,vacancy_type_effective,2025-06-12T12:58:48.097Z,2025-06-30T00:00:00.000Z,False,São Caetano do Sul,São Paulo,Brasil,{'friendlyBadge': True},False,on-site
9344102,1410,Leega Consultoria,vacancy_legal_entity,2025-06-12T11:53:48.508Z,2025-08-10T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},False,remote
9345878,12814,Montreal | Tecnologia e Inovação,vacancy_type_effective,2025-06-12T11:35:26.746Z,2025-08-11T00:00:00.000Z,False,Belém,Pará,Brasil,{'friendlyBadge': True},True,on-site
9322387,679,Localiza&Co,vacancy_type_effective,2025-06-12T01:46:59.434Z,2025-08-08T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9344170,32053,A3Data,vacancy_type_effective,2025-06-11T21:52:29.405Z,2025-08-01T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9341215,117226,VENHA SER #SANGUELARANJA 🧡🚀,vacancy_type_temporary,2025-06-11T21:28:55.056Z,2025-08-10T00:00:00.000Z,False,Belo Horizonte,Minas Gerais,Brasil,{'friendlyBadge': True},True,on-site
9301799,317,Sicredi,vacancy_type_effective,2025-06-11T20:46:09.176Z,2025-07-07T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9343012,608,GRPCOM,vacancy_type_effective,2025-06-11T19:50:49.866Z,2025-06-18T00:00:00.000Z,False,Curitiba,Paraná,Brasil,{'friendlyBadge': True},False,on-site
9342421,1413,Farmácias APP,vacancy_type_autonomous,2025-06-11T19:10:36.462Z,2025-08-10T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},False,hybrid
9290646,2068,Dedalus Prime,vacancy_type_effective,2025-06-11T18:41:34.137Z,2025-08-03T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9341456,58652,Brasilseg,vacancy_type_effective,2025-06-11T17:57:59.868Z,2025-07-01T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,on-site
9341295,145540,GrupoVillela | Gestão de Carreiras,vacancy_type_associate,2025-06-11T17:32:14.164Z,2025-07-11T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': True},False,on-site
9228065,2762,Bernoulli Educação,vacancy_type_effective,2025-06-11T17:21:02.457Z,2025-07-25T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9260613,317,Sicredi,vacancy_type_effective,2025-06-11T17:07:04.108Z,2025-07-13T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': True},True,hybrid
9340079,1603,Valid,vacancy_type_effective,2025-06-11T15:24:50.157Z,2025-06-20T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9312885,12814,Montreal | Tecnologia e Inovação,vacancy_type_effective,2025-06-11T15:18:00.658Z,2025-08-05T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},False,remote
9242227,74,Cielo,vacancy_type_effective,2025-06-11T15:16:04.510Z,2025-07-27T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9285962,2068,Dedalus Prime,vacancy_type_effective,2025-06-11T15:03:05.721Z,2025-08-02T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9285917,2068,Dedalus Prime,vacancy_type_effective,2025-06-11T15:02:45.511Z,2025-08-02T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},False,remote
9320704,94664,Grupo Autoglass Administrativo,vacancy_type_effective,2025-06-11T14:55:10.088Z,2025-08-08T00:00:00.000Z,False,Vila Velha,Espírito Santo,Brasil,{'friendlyBadge': True},True,on-site
9325093,9250,Lefosse,vacancy_type_effective,2025-06-11T14:42:01.619Z,2025-08-08T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},False,hybrid
9339448,317,Sicredi,vacancy_type_effective,2025-06-11T14:31:59.033Z,2025-07-31T00:00:00.000Z,False,Cristalina,Goiás,Brasil,{'friendlyBadge': True},True,on-site
9193253,71422,V.tal | o futuro passa por aqui,vacancy_type_effective,2025-06-11T14:27:29.927Z,2025-07-18T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9334003,317,Sicredi,vacancy_type_effective,2025-06-11T14:20:19.291Z,2025-07-31T00:00:00.000Z,False,Cristalina,Goiás,Brasil,{'friendlyBadge': True},True,on-site
9338290,43834,Castrolanda Cooperativa Agroindustrial ,vacancy_type_effective,2025-06-11T13:52:17.454Z,2025-08-31T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9338436,75613,Movida Aluguel de Carros,vacancy_type_effective,2025-06-11T13:52:05.092Z,2025-08-10T00:00:00.000Z,False,Mogi das Cruzes,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9338748,199198,Via de Acesso,vacancy_type_internship,2025-06-11T13:42:22.938Z,2025-08-10T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},False,hybrid
9338739,89706,Spark Influencer Marketing,vacancy_legal_entity,2025-06-11T13:29:46.914Z,2025-08-10T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,hybrid
9338061,43834,Castrolanda Cooperativa Agroindustrial ,vacancy_type_effective,2025-06-11T12:52:15.024Z,2025-08-31T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9338056,75052,Vagas Grupo Sabin,vacancy_type_effective,2025-06-11T12:39:36.130Z,2025-07-31T00:00:00.000Z,False,Brasília,Distrito Federal,Brasil,{'friendlyBadge': False},True,on-site
9338000,127423,Cacau Show,vacancy_type_effective,2025-06-11T12:37:01.947Z,2025-08-10T00:00:00.000Z,False,Itapevi,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9337651,950,Ingram Micro,vacancy_type_effective,2025-06-11T12:11:49.066Z,2025-08-10T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9335500,165243,Ouribank,vacancy_type_effective,2025-06-10T21:02:47.587Z,2025-08-09T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9309975,1714,Petz,vacancy_type_effective,2025-06-10T20:51:25.160Z,2025-07-10T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},False,hybrid
9335249,164042,Norte Marketing,vacancy_type_effective,2025-06-10T20:40:56.336Z,2025-08-09T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},False,on-site
9325218,71488,Minsait an Indra Company,vacancy_type_effective,2025-06-10T20:40:09.716Z,2025-07-10T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9335099,118513,Americanas S.A.,vacancy_type_effective,2025-06-10T20:28:38.687Z,2025-06-30T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': False},True,on-site
9334246,84556,Stefanini Group,vacancy_type_effective,2025-06-10T19:46:32.335Z,2025-08-09T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9333379,3410,Coleguium,vacancy_type_effective,2025-06-10T19:41:25.147Z,2025-08-09T00:00:00.000Z,False,Belo Horizonte,Minas Gerais,Brasil,{'friendlyBadge': False},True,on-site
9334312,317,Sicredi,vacancy_type_effective,2025-06-10T19:30:34.401Z,2025-06-30T00:00:00.000Z,False,Porto Alegre,Rio Grande do Sul,Brasil,{'friendlyBadge': True},True,hybrid
9333848,203099,NCS,vacancy_type_effective,2025-06-10T19:00:10.380Z,2025-08-09T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': False},True,remote
9333728,32053,A3Data,vacancy_type_effective,2025-06-10T18:59:18.518Z,2025-07-28T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9290654,679,Localiza&Co,vacancy_type_effective,2025-06-10T18:17:52.683Z,2025-08-03T00:00:00.000Z,False,Belo Horizonte,Minas Gerais,,{'friendlyBadge': False},True,hybrid
9333274,1258,SiDi,vacancy_type_internship,2025-06-10T18:13:01.917Z,2025-07-31T00:00:00.000Z,False,Recife,Pernambuco,Brasil,{'friendlyBadge': False},True,on-site
9332539,87856,Gocase Brasil,vacancy_type_internship,2025-06-10T17:38:10.120Z,2025-08-09T00:00:00.000Z,False,Fortaleza,Ceará,Brasil,{'friendlyBadge': False},True,hybrid
9331139,84556,Stefanini Group,vacancy_type_effective,2025-06-10T17:12:49.865Z,2025-08-09T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': True},True,on-site
9285310,1761,Bernhoeft,vacancy_type_effective,2025-06-10T16:58:46.164Z,2025-08-02T00:00:00.000Z,False,Recife,Pernambuco,Brasil,{'friendlyBadge': True},True,hybrid
9332180,32053,A3Data,vacancy_type_effective,2025-06-10T16:32:33.895Z,2025-08-09T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},False,remote
9332173,921,Itix,vacancy_legal_entity,2025-06-10T16:32:27.428Z,2025-07-11T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9331667,69978,Pitzi ,vacancy_type_effective,2025-06-10T15:53:40.127Z,2025-09-30T00:00:00.000Z,False,Osasco,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9331482,40535,Globo,vacancy_type_effective,2025-06-10T15:16:07.931Z,2025-07-31T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': False},False,hybrid
9296258,75976,BIP Brasil,vacancy_type_effective,2025-06-10T14:50:51.926Z,2025-08-03T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9268439,317,Sicredi,vacancy_type_effective,2025-06-10T14:32:41.216Z,2025-07-31T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9330757,950,Ingram Micro,vacancy_type_effective,2025-06-10T14:31:58.483Z,2025-08-09T00:00:00.000Z,False,Barueri,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9296171,75976,BIP Brasil,vacancy_type_effective,2025-06-10T14:29:26.399Z,2025-08-03T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9271274,317,Sicredi,vacancy_type_effective,2025-06-10T14:29:17.056Z,2025-07-21T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9272112,317,Sicredi,vacancy_type_effective,2025-06-10T14:25:01.809Z,2025-07-21T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9272178,317,Sicredi,vacancy_type_effective,2025-06-10T14:19:26.764Z,2025-08-01T00:00:00.000Z,True,,,Brasil,{'friendlyBadge': True},True,remote
9330640,205270,Dafiti ,vacancy_type_effective,2025-06-10T14:15:37.893Z,2025-08-09T00:00:00.000Z,False,São Paulo,São Paulo,Brasil,{'friendlyBadge': False},True,hybrid
9330098,40535,Globo,vacancy_type_effective,2025-06-10T13:33:13.914Z,2025-06-30T00:00:00.000Z,False,Rio de Janeiro,Rio de Janeiro,Brasil,{'friendlyBadge': False},True,hybrid
